t_date,cust_id,t_amt,services,products_used,city,state,t_details
12-03-2015,4009295,50.18,Games,Bingo Sets,Bellevue,Washington,credit
03-07-2015,4003968,81.31,Racquet Sports,Squash,New York,New York,credit
07-07-2015,4003526,65.11,Team Sports,Curling,Oklahoma City,Oklahoma,credit
02-14-2015,4007403,111.32,Outdoor Recreation,Lawn Games,Fremont,California,credit
02-04-2015,4004105,7.94,Outdoor Recreation,Deck Shuffleboard,Alexandria  ,Virginia,credit
01-11-2015,4009871,13.21,Jumping,Trampoline Accessories,Philadelphia,Pennsylvania,credit
02-28-2015,4005387,143.2,Combat Sports,Martial Arts,Overland Park,Kansas,credit
03-31-2015,4005996,17.42,Water Sports,Swimming,Charlotte,North Carolina,credit
10-18-2015,4003005,129.87,Exercise & Fitness,Weightlifting Machine Accessories,San Antonio,Texas,credit
12-22-2015,4007505,180.25,Exercise & Fitness,Exercise Balls,Lexington,Kentucky,credit
01-29-2015,4001413,70.9,Outdoor Play Equipment,Slides,San Antonio,Texas,credit
07-06-2015,4008133,115.85,Outdoor Play Equipment,Slides,Overland Park,Kansas,credit
07-13-2015,4003342,57.73,Exercise & Fitness,Cardio Machine Accessories,Everett,Washington,credit
11-02-2015,4003629,69.92,Combat Sports,Boxing,Dallas,Texas,credit
05-20-2015,4009968,63.74,Exercise & Fitness,Free Weights,Salem,Oregon,credit
05-08-2015,4008106,146.3,Exercise & Fitness,Weightlifting Belts,Tampa,Florida,credit
05-02-2015,4009828,87.51,Outdoor Recreation,Lawn Games,Vancouver,Washington,credit
08-30-2015,4002175,9.69,Exercise & Fitness,Yoga & Pilates,Milwaukee,Wisconsin,credit
12-23-2015,4009705,80.54,Water Sports,Windsurfing,Huntsville,Alabama,credit
07-17-2015,4002416,43.23,Exercise & Fitness,Stopwatches,Detroit,Michigan,credit
04-25-2015,4009630,101.41,Winter Sports,Downhill Skiing,Everett,Washington,credit
10-30-2015,4008169,11.81,Exercise & Fitness,Weightlifting Belts,Honolulu  ,Hawaii,credit
03-27-2015,4002670,55.57,Water Sports,Windsurfing,Westminster,Colorado,credit
08-05-2015,4005769,189.14,Exercise & Fitness,Free Weights,Orlando,Florida,credit
11-23-2015,4007549,70.45,Exercise & Fitness,Cardio Machines,Alexandria  ,Virginia,credit
05-26-2015,4009597,97.36,Indoor Games,Darts,Portland,Oregon,credit
01-13-2015,4006474,154.03,Team Sports,Indoor Volleyball,Clarksville,Tennessee,credit
06-07-2015,4002720,111.97,Water Sports,Life Jackets,Westminster,Colorado,credit
09-16-2015,4002731,155.41,Outdoor Play Equipment,Slides,Kansas City,Kansas,credit
09-06-2015,4005192,127.21,Winter Sports,Bobsledding,Indianapolis ,Indiana,credit
03-02-2015,4003522,62.78,Outdoor Recreation,Motorsports,Los Angeles,California,credit
05-01-2015,4007990,132.54,Water Sports,Wetsuits,Richmond  ,Virginia,credit
11-13-2015,4002903,135.89,Exercise & Fitness,Weightlifting Gloves,Kansas City,Missouri,credit
04-27-2015,4005963,71.41,Exercise & Fitness,Weightlifting Belts,Seattle,Washington,credit
10-04-2015,4003994,56.59,Outdoor Recreation,Cycling,Columbia,South Carolina,credit
08-18-2015,4004734,115.5,Team Sports,Indoor Volleyball,Irvine,California,credit
04-18-2015,4006910,190.15,Racquet Sports,Tennis,Rockford,Illinois,credit
01-14-2015,4005712,122.29,Outdoor Recreation,Cycling,Huntsville,Alabama,credit
01-31-2015,4001218,76.47,Outdoor Play Equipment,Water Tables,Coral Springs,Florida,credit
04-04-2015,4005905,140.79,Team Sports,Field Hockey,Columbia,Missouri,credit
04-12-2015,4002689,132.34,Gymnastics,Pommel Horses,Washington,District of Columbia,credit
11-27-2015,4005781,145.03,Outdoor Play Equipment,Playhouses,Seattle,Washington,credit
08-01-2015,4002583,112.15,Exercise & Fitness,Free Weights,Alexandria  ,Virginia,credit
01-09-2015,4001210,9.78,Team Sports,Rugby,Cleveland,Ohio,cash
04-13-2015,4009722,29.12,Team Sports,Curling,Washington,District of Columbia,cash
02-15-2015,4007979,52.92,Outdoor Play Equipment,Slides,Orlando,Florida,credit
06-07-2015,4006873,54.5,Air Sports,Air Suits,Sacramento,California,credit
06-20-2015,4003282,8.94,Racquet Sports,Tennis,McKinney,Texas,cash
04-27-2015,4005178,18.67,Racquet Sports,Racquetball,Omaha,Nebraska,cash
03-28-2015,4001194,162.75,Outdoor Recreation,Equestrian,Nashville  ,Tennessee,credit
04-09-2015,4006277,156.03,Exercise & Fitness,Free Weight Bars,Pittsburgh,Pennsylvania,credit
04-03-2015,4007854,95.09,Water Sports,Towed Water Sports,El Paso,Texas,credit
11-15-2015,4008599,57.58,Jumping,Trampoline Accessories,Montgomery,Alabama,credit
05-12-2015,4003379,58.76,Exercise & Fitness,Foam Rollers,Salem,Oregon,credit
01-16-2015,4009864,73.7,Outdoor Play Equipment,Lawn Water Slides,Philadelphia,Pennsylvania,credit
04-19-2015,4002455,90.3,Gymnastics,Springboards,Berkeley,California,credit
05-28-2015,4000570,109.55,Outdoor Play Equipment,Swing Sets,Memphis,Tennessee,credit
01-18-2015,4007317,66.68,Outdoor Recreation,Deck Shuffleboard,Sunnyvale,California,credit
12-20-2015,4007171,182.95,Games,Poker Chips & Sets,Jacksonville ,Florida,credit
04-19-2015,4004298,79.84,Team Sports,Hockey,Los Angeles,California,credit
01-05-2015,4004808,109.17,Water Sports,Kitesurfing,Oklahoma City,Oklahoma,credit
06-12-2015,4005039,52,Air Sports,Hang Gliding,Detroit,Michigan,credit
11-03-2015,4004914,44.86,Gymnastics,Gymnastics Rings,Orange,California,cash
10-28-2015,4005183,85.68,Gymnastics,Gymnastics Rings,Tampa,Florida,credit
09-12-2015,4006767,199.96,Exercise & Fitness,Yoga & Pilates,Washington,District of Columbia,credit
11-01-2015,4001033,34.34,Outdoor Recreation,Fishing,Buffalo,New York,cash
09-05-2015,4000991,95.22,Outdoor Recreation,Disc Golf,Honolulu  ,Hawaii,credit
12-12-2015,4002991,67.91,Games,Dice Games,Brownsville,Texas,credit
12-22-2015,4007959,187.35,Indoor Games,Darts,Sunnyvale,California,credit
11-01-2015,4005717,172.09,Winter Sports,Bobsledding,Overland Park,Kansas,credit
10-21-2015,4008559,124.93,Outdoor Recreation,Camping & Backpacking & Hiking,Gresham,Oregon,credit
03-21-2015,4003447,125.16,Combat Sports,Fencing,Orlando,Florida,credit
04-11-2015,4002356,80.09,Combat Sports,Wrestling,Long Beach,California,credit
06-17-2015,4006755,148.99,Outdoor Play Equipment,Lawn Water Slides,Reno,Nevada,credit
01-29-2015,4007832,99.55,Outdoor Recreation,Tetherball,Omaha,Nebraska,credit
11-09-2015,4000078,124.83,Exercise & Fitness,Exercise Bands,New Orleans,Louisiana,credit
09-19-2015,4008855,97.63,Water Sports,Wetsuits,Indianapolis ,Indiana,credit
08-15-2015,4008847,136.32,Outdoor Recreation,Skateboarding,Sacramento,California,credit
09-29-2015,4008201,84.15,Games,Poker Chips & Sets,Oklahoma City,Oklahoma,credit
04-08-2015,4004898,42.17,Outdoor Recreation,Fishing,Clarksville,Tennessee,cash
05-13-2015,4001875,100.86,Outdoor Recreation,Motorsports,Springfield,Illinois,credit
11-27-2015,4008630,96.42,Racquet Sports,Squash,Charleston,South Carolina,credit
01-01-2015,4008404,34.98,Outdoor Play Equipment,Playhouses,Irving,Texas,cash
03-28-2015,4001560,196.84,Dancing,Ballet Bars,Los Angeles,California,credit
12-06-2015,4003067,184.79,Jumping,Trampoline Accessories,St. Petersburg,Florida,credit
03-17-2015,4009438,150.02,Outdoor Recreation,Golf,Long Beach,California,credit
10-25-2015,4004771,29.97,Outdoor Recreation,Tetherball,Columbus,Ohio,cash
10-23-2015,4005452,198.25,Outdoor Recreation,Cycling,Stamford,Connecticut,credit
05-05-2015,4007022,108.83,Team Sports,Lacrosse,Gresham,Oregon,credit
04-03-2015,4006990,16.68,Outdoor Recreation,Golf,Scottsdale,Arizona,cash
01-02-2015,4008543,57.88,Games,Dominoes,New York,New York,credit
06-15-2015,4007630,60.61,Gymnastics,Gymnastics Bars,Denver  ,Colorado,credit
03-11-2015,4005748,153.69,Water Sports,Life Jackets,Rockford,Illinois,credit
04-27-2015,4007402,43.94,Games,Card Games,West Valley City,Utah,cash
11-05-2015,4009075,63.11,Winter Sports,Cross-Country Skiing,Louisville,Kentucky,credit
11-17-2015,4008071,50.61,Team Sports,Basketball,Sacramento,California,credit
05-19-2015,4006788,188.3,Exercise & Fitness,Exercise Bands,Bellevue,Washington,credit
12-11-2015,4003396,177.38,Outdoor Recreation,Skating,Cambridge,Massachusetts,credit
10-15-2015,4002479,88.86,Water Sports,Windsurfing,Centennial,Colorado,credit
01-16-2015,4007832,5.2,Team Sports,Lacrosse,Montgomery,Alabama,credit
09-04-2015,4009382,20.47,Water Sports,Bodyboarding,Boston,Massachusetts,credit
03-19-2015,4000421,179.87,Outdoor Recreation,Archery,Oakland,California,credit
11-06-2015,4008015,194.99,Gymnastics,Gymnastics Rings,Buffalo,New York,credit
10-05-2015,4008583,63.54,Gymnastics,Gymnastics Bars,Oakland,California,credit
12-19-2015,4002787,66.82,Team Sports,Cricket,Alexandria  ,Virginia,credit
12-06-2015,4005396,109.22,Indoor Games,Bowling,Fremont,California,credit
06-18-2015,4002484,155.27,Team Sports,Hockey,Gresham,Oregon,credit
11-27-2015,4003000,71.48,Gymnastics,Gymnastics Rings,Charlotte,North Carolina,credit
04-26-2015,4001766,74.9,Outdoor Recreation,Rock Climbing,Honolulu  ,Hawaii,credit
02-14-2015,4006285,109.68,Combat Sports,Wrestling,Los Angeles,California,credit
05-05-2015,4007790,149.54,Winter Sports,Cross-Country Skiing,Richmond  ,Virginia,credit
05-12-2015,4007089,133.15,Winter Sports,Downhill Skiing,Paterson,New Jersey,credit
09-04-2015,4005498,134.33,Team Sports,Indoor Volleyball,New Orleans,Louisiana,credit
04-16-2015,4001478,38.11,Outdoor Recreation,Ice Climbing,Irvine,California,credit
11-17-2015,4007277,106.44,Exercise & Fitness,Yoga & Pilates,Midland,Texas,credit
09-25-2015,4002862,13.17,Puzzles,Jigsaw Puzzles,Chicago,Illinois,credit
05-16-2015,4009288,98.55,Gymnastics,Gymnastics Bars,Centennial,Colorado,credit
04-30-2015,4002915,186.38,Racquet Sports,Squash,Richmond  ,Virginia,credit
04-26-2015,4003953,85.97,Water Sports,Wetsuits,San Diego,California,credit
06-20-2015,4004606,29.09,Exercise & Fitness,Exercise Balls,Reno,Nevada,credit
11-24-2015,4005069,54.8,Outdoor Recreation,Running,Flint,Michigan,credit
05-12-2015,4005237,87.07,Jumping,Jumping Stilts,Irving,Texas,credit
07-14-2015,4004225,152.87,Jumping,Trampoline Accessories,Austin,Texas,credit
11-20-2015,4004421,47.14,Team Sports,Baseball,Jersey City,New Jersey,credit
10-17-2015,4006003,81.83,Exercise & Fitness,Medicine Balls,Madison,Wisconsin,credit
05-25-2015,4008000,64.65,Winter Sports,Luge,Plano,Texas,credit
01-02-2015,4002466,13.07,Outdoor Play Equipment,Slides,Santa Ana,California,credit
11-28-2015,4007606,190.14,Combat Sports,Boxing,Orange,California,credit
06-16-2015,4008197,163.06,Air Sports,Parachutes,Los Angeles,California,credit
07-22-2015,4007267,179.53,Indoor Games,Foosball,Scottsdale,Arizona,credit
10-04-2015,4001992,24.15,Exercise & Fitness,Yoga & Pilates,West Valley City,Utah,credit
04-13-2015,4005455,169.66,Team Sports,Cheerleading,Cambridge,Massachusetts,credit
11-18-2015,4002616,52.14,Winter Sports,Snowshoeing,Gilbert,Arizona,credit
06-01-2015,4007228,167.25,Outdoor Recreation,Track & Field,New York,New York,credit
10-05-2015,4003016,199.15,Racquet Sports,Badminton,Green Bay,Wisconsin,credit
08-13-2015,4007240,89.9,Outdoor Play Equipment,Sandboxes,McKinney,Texas,credit
03-31-2015,4006794,163.09,Exercise & Fitness,Yoga & Pilates,El Paso,Texas,credit
04-21-2015,4009895,114.98,Gymnastics,Gymnastics Mats,Milwaukee,Wisconsin,credit
03-24-2015,4002485,49.18,Winter Sports,Snowmobiling,Midland,Texas,cash
01-21-2015,4000783,153.82,Exercise & Fitness,Cardio Machines,Vancouver,Washington,credit
01-14-2015,4005056,183.66,Exercise & Fitness,Cardio Machine Accessories,Alexandria  ,Virginia,credit
05-09-2015,4008566,152.07,Exercise & Fitness,Weight Benches,Colorado Springs,Colorado,credit
09-23-2015,4002475,55.58,Water Sports,Towed Water Sports,Columbia,South Carolina,credit
02-10-2015,4006251,16.94,Outdoor Play Equipment,Sandboxes,Oakland,California,cash
05-20-2015,4003869,28.02,Team Sports,Cheerleading,Plano,Texas,cash
11-15-2015,4000502,115.94,Winter Sports,Sledding,Irvine,California,credit
12-18-2015,4009595,100.99,Outdoor Play Equipment,Lawn Water Slides,Washington,District of Columbia,credit
01-03-2015,4000294,52.12,Exercise & Fitness,Weightlifting Belts,Rockford,Illinois,credit
09-09-2015,4000911,68.48,Gymnastics,Gymnastics Bars,Miami,Florida,credit
10-20-2015,4005642,163.74,Water Sports,Water Polo,Alexandria  ,Virginia,credit
02-01-2015,4006537,40.74,Team Sports,Basketball,Coral Springs,Florida,cash
12-25-2015,4009906,73.08,Exercise & Fitness,Jump Ropes,Omaha,Nebraska,credit
06-27-2015,4003776,55.66,Jumping,Trampoline Accessories,Madison,Wisconsin,credit
12-26-2015,4001614,49.74,Team Sports,Rugby,Hartford,Connecticut,cash
05-24-2015,4004463,197.34,Jumping,Bungee Jumping,Scottsdale,Arizona,credit
01-31-2015,4007863,102.15,Exercise & Fitness,Weightlifting Gloves,Columbus,Georgia,credit
09-08-2015,4002404,172.22,Team Sports,Cheerleading,Detroit,Michigan,credit
10-08-2015,4008329,172.09,Exercise & Fitness,Foam Rollers,Fremont,California,credit
01-18-2015,4000294,64.63,Exercise & Fitness,Jump Ropes,Phoenix,Arizona,credit
04-17-2015,4007667,186.79,Racquet Sports,Squash,Gilbert,Arizona,credit
01-16-2015,4006330,7.23,Team Sports,Cheerleading,Brownsville,Texas,cash
06-11-2015,4005761,61.61,Water Sports,Life Jackets,Brownsville,Texas,credit
02-12-2015,4002797,161.76,Outdoor Recreation,Running,Westminster,Colorado,credit
06-21-2015,4004421,151.77,Outdoor Recreation,Camping & Backpacking & Hiking,Memphis,Tennessee,credit
09-03-2015,4000519,161.19,Outdoor Play Equipment,Lawn Water Slides,Boston,Massachusetts,credit
04-12-2015,4002751,158.93,Team Sports,Team Handball,Salem,Oregon,credit
12-15-2015,4000419,13.52,Air Sports,Air Suits,Paterson,New Jersey,cash
12-30-2015,4000060,112.79,Water Sports,Towed Water Sports,Long Beach,California,credit
01-05-2015,4006668,35.66,Exercise & Fitness,Jump Ropes,Fremont,California,cash
03-29-2015,4008970,139.98,Exercise & Fitness,Free Weights,Bellevue,Washington,credit
06-17-2015,4007301,88.75,Outdoor Recreation,Shooting Games,Memphis,Tennessee,credit
01-02-2015,4002126,134.2,Exercise & Fitness,Gym Mats,Indianapolis ,Indiana,credit
04-19-2015,4007793,146.87,Water Sports,Boating,Oakland,California,credit
11-24-2015,4003774,62.89,Water Sports,Kitesurfing,Salem,Oregon,credit
01-28-2015,4008735,67.54,Exercise & Fitness,Medicine Balls,Minneapolis,Minnesota,credit
11-17-2015,4003567,192.29,Gymnastics,Gymnastics Mats,Colorado Springs,Colorado,credit
02-25-2015,4001874,113.59,Outdoor Play Equipment,Water Tables,Houston,Texas,credit
11-06-2015,4006491,83.13,Outdoor Recreation,Ice Climbing,Pittsburgh,Pennsylvania,credit
12-27-2015,4009577,90.33,Water Sports,Towed Water Sports,Atlanta,Georgia,credit
12-17-2015,4006056,51.89,Indoor Games,Billiards,Flint,Michigan,credit
04-14-2015,4000400,22.19,Indoor Games,Billiards,Jackson,Mississippi,cash
07-16-2015,4009817,196.18,Exercise & Fitness,Weightlifting Gloves,San Jose,California,credit
12-11-2015,4000643,92.79,Combat Sports,Martial Arts,Centennial,Colorado,credit
07-05-2015,4000395,187.6,Jumping,Pogo Sticks,Baltimore,Maryland,credit
08-25-2015,4003258,180.02,Puzzles,Jigsaw Puzzles,Eugene,Oregon,credit
08-28-2015,4007372,20.46,Outdoor Recreation,Lawn Games,Charlotte,North Carolina,cash
07-01-2015,4009853,190.25,Water Sports,Towed Water Sports,Montgomery,Alabama,credit
06-22-2015,4003209,122.24,Dancing,Ballet Bars,Charlotte,North Carolina,credit
08-24-2015,4008498,107.88,Exercise & Fitness,Yoga & Pilates,Richmond  ,Virginia,credit
01-21-2015,4007607,165.76,Racquet Sports,Squash,San Francisco,California,credit
06-09-2015,4006563,168.62,Combat Sports,Martial Arts,Pittsburgh,Pennsylvania,credit
03-29-2015,4009790,182.93,Outdoor Recreation,Ice Climbing,Boston,Massachusetts,credit
01-27-2015,4009439,153.08,Team Sports,Field Hockey,Colorado Springs,Colorado,credit
09-20-2015,4003547,130.06,Jumping,Trampolines,Seattle,Washington,credit
03-13-2015,4003236,110.29,Team Sports,Curling,Everett,Washington,credit
02-08-2015,4003132,31.4,Team Sports,Football,Montgomery,Alabama,cash
08-21-2015,4003194,135.88,Team Sports,Curling,San Jose,California,credit
07-16-2015,4006188,35.1,Water Sports,Surfing,Madison,Wisconsin,credit
11-04-2015,4005949,69.14,Gymnastics,Balance Beams,Chattanooga,Tennessee,credit
04-25-2015,4003887,182.62,Exercise & Fitness,Weightlifting Machine Accessories,Miami,Florida,credit
09-30-2015,4006635,175.58,Water Sports,Water Polo,Tampa,Florida,credit
05-06-2015,4001024,193.39,Outdoor Play Equipment,Swing Sets,McKinney,Texas,credit
02-13-2015,4004736,107.69,Exercise & Fitness,Exercise Bands,Rockford,Illinois,credit
05-08-2015,4005129,191.69,Gymnastics,Springboards,Columbia,South Carolina,credit
03-13-2015,4003473,80.67,Combat Sports,Boxing,Saint Paul,Minnesota,credit
05-11-2015,4000435,101.49,Gymnastics,Springboards,Orange,California,credit
08-19-2015,4007027,51.93,Dancing,Ballet Bars,Tampa,Florida,credit
07-05-2015,4003324,156.19,Indoor Games,Darts,Irving,Texas,credit
01-22-2015,4003837,143.19,Outdoor Play Equipment,Slides,Memphis,Tennessee,credit
03-01-2015,4007887,66.25,Indoor Games,Foosball,Richmond  ,Virginia,credit
12-09-2015,4003242,170.63,Gymnastics,Vaulting Horses,West Valley City,Utah,credit
01-27-2015,4002043,146.52,Water Sports,Kitesurfing,Boise,Idaho,credit
12-20-2015,4007198,157.86,Outdoor Play Equipment,Swing Sets,Jersey City,New Jersey,credit
04-08-2015,4004319,197.76,Outdoor Play Equipment,Swing Sets,Lincoln,Nebraska,credit
09-20-2015,4008844,90.67,Combat Sports,Wrestling,Chattanooga,Tennessee,credit
12-06-2015,4006553,183.9,Outdoor Recreation,Tetherball,St. Petersburg,Florida,credit
04-04-2015,4005474,149.31,Team Sports,Rugby,Scottsdale,Arizona,credit
09-07-2015,4009679,49.25,Outdoor Recreation,Camping & Backpacking & Hiking,Coral Springs,Florida,credit
09-21-2015,4004821,193.13,Indoor Games,Foosball,Denton,Texas,credit
02-28-2015,4008177,40.74,Exercise & Fitness,Weightlifting Machines,Hartford,Connecticut,credit
03-14-2015,4002754,88.5,Games,Mahjong,West Valley City,Utah,credit
03-08-2015,4007882,60.7,Team Sports,Cricket,Washington,District of Columbia,credit
05-20-2015,4001419,197.18,Water Sports,Water Polo,Dayton,Ohio,credit
11-28-2015,4006501,14.72,Exercise & Fitness,Weightlifting Machine Accessories,Vancouver,Washington,credit
10-19-2015,4003175,19.24,Combat Sports,Boxing,Coral Springs,Florida,credit
07-04-2015,4008677,189.54,Outdoor Recreation,Skating,Durham,North Carolina,credit
05-06-2015,4002628,93.95,Winter Sports,Downhill Skiing,Denver  ,Colorado,credit
11-29-2015,4002169,7.81,Exercise & Fitness,Weightlifting Machine Accessories,Phoenix,Arizona,credit
01-06-2015,4006857,115.91,Team Sports,Indoor Volleyball,Chattanooga,Tennessee,credit
06-18-2015,4007177,17.55,Outdoor Play Equipment,Sandboxes,Paterson,New Jersey,credit
02-28-2015,4000681,41.96,Games,Mahjong,San Antonio,Texas,credit
01-29-2015,4002674,127.8,Team Sports,Curling,St. Petersburg,Florida,credit
04-30-2015,4006965,55,Water Sports,Surfing,Alexandria  ,Virginia,credit
09-02-2015,4006118,129.6,Exercise & Fitness,Weightlifting Machine Accessories,Milwaukee,Wisconsin,credit
07-17-2015,4009823,63.31,Water Sports,Water Tubing,Overland Park,Kansas,credit
12-04-2015,4003679,174.24,Water Sports,Towed Water Sports,Nashville  ,Tennessee,credit
12-15-2015,4005673,71.05,Exercise & Fitness,Weightlifting Machine Accessories,Colorado Springs,Colorado,credit
10-01-2015,4004486,120.53,Team Sports,Soccer,Irvine,California,credit
05-26-2015,4004934,31.27,Games,Dice Games,New Orleans,Louisiana,cash
01-24-2015,4007312,197.11,Team Sports,Lacrosse,Columbia,Missouri,credit
09-20-2015,4003449,90.94,Winter Sports,Downhill Skiing,Alexandria  ,Virginia,credit
11-04-2015,4009021,192.13,Exercise & Fitness,Yoga & Pilates,Oakland,California,credit
11-16-2015,4006579,194.54,Outdoor Play Equipment,Playhouses,Montgomery,Alabama,credit
07-03-2015,4007559,130.21,Outdoor Recreation,Archery,Saint Paul,Minnesota,credit
10-05-2015,4009449,45.61,Water Sports,Surfing,Nashville  ,Tennessee,cash
09-28-2015,4001906,198.05,Water Sports,Windsurfing,Santa Ana,California,credit
03-23-2015,4007593,197.45,Jumping,Trampoline Accessories,Pasadena,Texas,credit
06-07-2015,4002712,72.52,Water Sports,Water Tubing,San Diego,California,credit
12-11-2015,4009810,54.05,Exercise & Fitness,Exercise Balls,Atlanta,Georgia,credit
04-19-2015,4002125,149.49,Combat Sports,Fencing,Jackson,Mississippi,credit
01-20-2015,4007144,171.86,Outdoor Recreation,Tetherball,Santa Ana,California,credit
11-08-2015,4008107,79.23,Gymnastics,Gymnastics Mats,Pasadena,Texas,credit
09-16-2015,4009961,41.46,Exercise & Fitness,Abdominal Equipment,McKinney,Texas,cash
06-06-2015,4002223,25.21,Outdoor Recreation,Tetherball,Las Vegas,Nevada,cash
02-23-2015,4008931,132.85,Outdoor Play Equipment,Water Tables,Tampa,Florida,credit
10-10-2015,4000796,54.71,Outdoor Recreation,Geocaching,San Diego,California,credit
07-20-2015,4009727,6.68,Exercise & Fitness,Foam Rollers,San Antonio,Texas,cash
11-17-2015,4004488,169.25,Gymnastics,Gymnastics Protective Gear,Newark,New Jersey,credit
05-10-2015,4009829,124.05,Combat Sports,Martial Arts,Washington,District of Columbia,credit
08-09-2015,4002271,78.43,Racquet Sports,Tennis,Columbus,Ohio,credit
02-09-2015,4000086,108.12,Water Sports,Water Polo,Newark,New Jersey,credit
09-02-2015,4000183,34.68,Combat Sports,Fencing,Los Angeles,California,cash
08-06-2015,4001642,126.67,Team Sports,Curling,Stamford,Connecticut,credit
02-01-2015,4008092,19.58,Combat Sports,Boxing,Atlanta,Georgia,cash
01-25-2015,4006351,37.78,Team Sports,Cricket,Flint,Michigan,cash
06-21-2015,4002938,91.73,Outdoor Recreation,Lawn Games,Richmond  ,Virginia,credit
03-15-2015,4005750,97.68,Combat Sports,Martial Arts,Salt Lake City,Utah,credit
05-21-2015,4002653,69.65,Team Sports,Basketball,Berkeley,California,credit
09-02-2015,4000478,189.26,Outdoor Play Equipment,Lawn Water Slides,Salt Lake City,Utah,credit
03-07-2015,4001828,113.06,Puzzles,Jigsaw Puzzles,El Paso,Texas,credit
01-14-2015,4005153,7.57,Gymnastics,Vaulting Horses,Tampa,Florida,cash
10-27-2015,4004422,117.05,Indoor Games,Bowling,Nashville  ,Tennessee,credit
08-30-2015,4001163,28.25,Water Sports,Life Jackets,Birmingham,Alabama,cash
07-27-2015,4008965,68.58,Racquet Sports,Racquetball,Houston,Texas,credit
01-07-2015,4007462,137.05,Exercise & Fitness,Stopwatches,Reno,Nevada,credit
07-10-2015,4005393,135.45,Winter Sports,Sledding,Flint,Michigan,credit
11-27-2015,4003835,117.63,Jumping,Trampoline Accessories,Columbus,Georgia,credit
03-27-2015,4004401,121.4,Outdoor Recreation,Fishing,Portland,Oregon,credit
06-24-2015,4001839,43.83,Team Sports,Softball,Louisville,Kentucky,cash
04-13-2015,4002319,162.53,Outdoor Play Equipment,Water Tables,Oakland,California,credit
10-16-2015,4000883,143.78,Racquet Sports,Squash,Buffalo,New York,credit
01-08-2015,4008440,180.83,Racquet Sports,Racquetball,Phoenix,Arizona,credit
12-16-2015,4003563,82.13,Exercise & Fitness,Weight Benches,Clarksville,Tennessee,credit
02-06-2015,4009863,72.86,Jumping,Trampolines,Anaheim,California,credit
09-22-2015,4004677,51.69,Exercise & Fitness,Yoga & Pilates,San Antonio,Texas,credit
09-15-2015,4005990,172.32,Games,Portable Electronic Games,Clarksville,Tennessee,credit
08-03-2015,4000747,111.41,Outdoor Recreation,Skating,St. Petersburg,Florida,credit
03-23-2015,4009361,153.29,Outdoor Recreation,Ice Climbing,Orlando,Florida,credit
09-13-2015,4004382,33.25,Outdoor Play Equipment,Water Tables,Irvine,California,cash
01-25-2015,4006016,17.96,Water Sports,Water Polo,Los Angeles,California,cash
03-11-2015,4003525,194.14,Team Sports,Cheerleading,Minneapolis,Minnesota,credit
11-26-2015,4006320,156.31,Water Sports,Towed Water Sports,Chicago,Illinois,credit
12-03-2015,4004697,135.99,Winter Sports,Bobsledding,Oklahoma City,Oklahoma,credit
04-05-2015,4001623,110.08,Jumping,Trampolines,Las Vegas,Nevada,credit
08-23-2015,4009882,19.23,Outdoor Recreation,Cycling,Cincinnati,Ohio,cash
11-04-2015,4005631,100.59,Exercise & Fitness,Weightlifting Machines,Gresham,Oregon,credit
01-15-2015,4006580,23.8,Outdoor Recreation,Track & Field,Paterson,New Jersey,credit
03-15-2015,4004646,28.86,Exercise & Fitness,Cardio Machine Accessories,Nashville  ,Tennessee,credit
09-21-2015,4009711,62.44,Water Sports,Windsurfing,San Francisco,California,credit
01-08-2015,4008034,135.2,Outdoor Play Equipment,Slides,Pasadena,California,credit
03-31-2015,4004938,166.01,Exercise & Fitness,Foam Rollers,Irvine,California,credit
10-02-2015,4009659,28.41,Team Sports,Cheerleading,Sunnyvale,California,credit
01-18-2015,4005910,29.54,Exercise & Fitness,Gym Mats,Orange,California,credit
07-05-2015,4006794,147.32,Team Sports,Indoor Volleyball,Seattle,Washington,credit
12-08-2015,4002850,47.82,Games,Dice & Dice Sets,San Jose,California,credit
06-23-2015,4003497,68.82,Jumping,Trampolines,Lexington,Kentucky,credit
01-18-2015,4006137,120.02,Outdoor Recreation,Archery,Chattanooga,Tennessee,credit
02-16-2015,4005373,189.93,Water Sports,Kitesurfing,Milwaukee,Wisconsin,credit
02-27-2015,4002938,87.01,Water Sports,Windsurfing,Orange,California,credit
03-31-2015,4002867,5.01,Water Sports,Whitewater Rafting,San Jose,California,credit
03-22-2015,4002067,75.08,Exercise & Fitness,Yoga & Pilates,Columbus,Ohio,credit
11-22-2015,4001699,39.49,Team Sports,Team Handball,Salem,Oregon,credit
04-04-2015,4000948,80.72,Jumping,Trampolines,Denver  ,Colorado,credit
04-22-2015,4002374,170.83,Outdoor Recreation,Riding Scooters,Plano,Texas,credit
01-16-2015,4007925,198.74,Water Sports,Water Tubing,Everett,Washington,credit
09-21-2015,4000668,14.41,Racquet Sports,Racquetball,Baltimore,Maryland,credit
07-27-2015,4001800,60.16,Exercise & Fitness,Free Weight Bars,Berkeley,California,credit
02-07-2015,4004167,10.05,Racquet Sports,Badminton,Los Angeles,California,credit
12-16-2015,4005165,123.47,Exercise & Fitness,Cardio Machine Accessories,Lowell,Massachusetts,credit
06-11-2015,4006448,188.82,Team Sports,Team Handball,Dayton,Ohio,credit
12-09-2015,4005097,67.17,Indoor Games,Darts,Pasadena,California,credit
